epoch,train_loss,val_loss
1,0.012100285850465298,0.0654788613319397
2,0.007565024774521589,0.028393158689141273
3,0.001972256228327751,0.005475115496665239
4,0.0011463486589491367,0.004031971096992493
5,0.0014266996877267957,0.0024130288511514664
6,0.0008911029435694218,0.0030083556193858385
7,0.001220409176312387,0.0023167701438069344
8,0.0013509605778381228,0.002236229833215475
9,0.0010342744644731283,0.0021938143763691187
10,0.0009609454427845776,0.002393314614892006
11,0.0011744782095775008,0.0021554362028837204
12,0.0011227498762309551,0.002027371898293495
13,0.0028325088787823915,0.002210334874689579
14,0.0013915861491113901,0.003317544236779213
15,0.0015656657051295042,0.001982081448659301
16,0.0017866477137431502,0.0018802499398589134
17,0.0010763265891000628,0.0019582428503781557
18,0.0011386245023459196,0.0017967337043955922
19,0.0008975875098258257,0.001792232389561832
20,0.0008292771526612341,0.002500904491171241
21,0.0009678868227638304,0.001994665013626218
22,0.0008431773167103529,0.0017149479826912284
23,0.0005609782529063523,0.0016376229468733072
24,0.0012040555011481047,0.002156151458621025
25,0.0006559882313013077,0.001685476046986878
26,0.0006549391546286643,0.003172903088852763
27,0.0008874224149622023,0.001571047818288207
28,0.0007452639401890337,0.001599111594259739
29,0.0005288792308419943,0.0015537104336544871
30,0.0008826827979646623,0.0015407426981255412
31,0.0008246965007856488,0.002688060514628887
32,0.0005884430138394237,0.0017693738918751478
33,0.0008394225733354688,0.0016816651914268732
34,0.0008019213564693928,0.0014232435496523976
35,0.0011996951652690768,0.0024749606382101774
36,0.0010586230782791972,0.0014028990408405662
37,0.0007706913747824728,0.0018036095425486565
38,0.0005601915181614459,0.0014470471069216728
39,0.0005114017403684556,0.0016429811948910356
40,0.0006472078384831548,0.0013556433841586113
41,0.0007402284536510706,0.0017008503200486302
42,0.0010008469689637423,0.0014030946185812354
43,0.0007601638790220022,0.0012921153102070093
44,0.0009171277633868158,0.0014985285233706236
45,0.0005769587005488575,0.0013595221098512411
46,0.0007751780212856829,0.0012836747337132692
47,0.0005073360516689718,0.0012144612846896052
48,0.0007543291430920362,0.0012122305342927575
49,0.0006922086467966437,0.0013349349610507488
50,0.0008856126805767417,0.0013479365734383464
51,0.0006838646368123591,0.0012940329033881426
52,0.000499163696076721,0.001217343844473362
53,0.0011832639575004578,0.0014066164148971438
54,0.0005410424782894552,0.0011101171839982271
55,0.0005436355713754892,0.0013596999924629927
56,0.000904902582988143,0.0011323137441650033
57,0.0003974570718128234,0.0018901062430813909
58,0.0008437809883616865,0.0014527930179610848
59,0.0004955747863277793,0.001121960231103003
60,0.0004589275049511343,0.001013314351439476
61,0.0008715565782040358,0.0015236159088090062
62,0.00045676983427256346,0.0009951108368113637
63,0.00046284779091365635,0.0010343743488192558
64,0.0003260241646785289,0.0009548100060783327
65,0.0005157974665053189,0.0009554910357110202
66,0.0004837978631258011,0.0009771997574716806
67,0.0004710403736680746,0.000914627278689295
68,0.0004979199729859829,0.0009256930206902325
69,0.00035120637039653957,0.0010490086860954762
70,0.00043819998973049223,0.0009556816075928509
71,0.0005480599938891828,0.0019756874535232782
72,0.00036725346581079066,0.0010689523769542575
73,0.0005570697248913348,0.0010452488204464316
74,0.0002106843894580379,0.0008716515731066465
75,0.0004221780691295862,0.0010315153049305081
76,0.0005488226306624711,0.000862393993884325
77,0.0003090946702286601,0.0008362166117876768
78,0.0003584872174542397,0.0009311462636105716
79,0.00026738803717307746,0.0008412949391640723
80,0.00041712025995366275,0.000883171334862709
81,0.0004995891940779984,0.0008575626416131854
82,0.0004456963506527245,0.0008248215890489519
83,0.0003932636172976345,0.0008205926860682666
84,0.0004508285201154649,0.0009760190732777119
85,0.00033530883956700563,0.0009204986272379756
86,0.00044576177606359124,0.0010652688797563314
87,0.0002044669963652268,0.0008411025046370924
88,0.00033838735544122756,0.0008064905414357781
89,0.00042144005419686437,0.0007896816241554916
90,0.00034806132316589355,0.0007917892653495073
91,0.0003961242036893964,0.0009917940478771925
92,0.0005153059610165656,0.0008219800656661391
93,0.0005237260484136641,0.000776913424488157
94,0.0003042206517420709,0.0009447737247683108
95,0.0005249407258816063,0.0008332879515364766
96,0.00025651828036643565,0.0007638446986675262
97,0.0007171860197558999,0.0008364948444068432
98,0.0004919583443552256,0.0007533534080721438
99,0.00036586038186214864,0.0008222993346862495
100,0.0006188427214510739,0.0009809690527617931
101,0.0005107980105094612,0.0012296499917283654
102,0.0004098743083886802,0.0007296362891793251
103,0.0005066039739176631,0.0007235278026200831
104,0.00036766190896742046,0.0007618660456500947
105,0.00025340713909827173,0.0007162102265283465
106,0.00014014416956342757,0.0007999149966053665
107,0.0004139388329349458,0.0007090418366715312
108,0.00041129218880087137,0.0007319353753700852
109,0.00044997804798185825,0.000702698016539216
110,0.00030204796348698437,0.0007100358488969505
111,0.0003672174352686852,0.0007340757292695343
112,0.0002241398033220321,0.0007032257854007185
113,0.00047168048331514,0.000776978675276041
114,0.0003430021461099386,0.0007032343419268727
115,0.0002448739833198488,0.0006910520605742931
116,0.00034232926554977894,0.0006716629141010344
117,0.0003413667727727443,0.0006731082103215158
118,0.0003554371069185436,0.0008825641707517207
119,0.00025156274205073714,0.0006524638156406581
120,0.00042218927410431206,0.0006488205399364233
121,0.00024130442761816084,0.0006440595025196671
122,0.0004939049249514937,0.0006733554764650762
123,0.0003658439381979406,0.0007003681967034936
124,0.0006670154980383813,0.000767149671446532
125,0.0003859828575514257,0.000653415045235306
126,0.00037193787284195423,0.001237226533703506
127,0.000566809147130698,0.000773399427998811
128,0.00043354573426768184,0.000691670982632786
129,0.000270271732006222,0.0006953420233912766
130,0.0002667254884727299,0.0006544592324644327
131,0.00035118364030495286,0.0006964359781704843
132,0.00027743098326027393,0.0007038319599814713
133,0.00034436388523317873,0.0007303633610717952
