"Date","Close","High","Low","Open","Volume","Stationary_Close","SMA_20","EMA_20","RSI_14","Volatility","Momentum"
2020-01-31,74.678368,77.856012,74.384007,77.433773,199588400,-0.0447659790997115,75.39847835,75.39847835,54.2881268080239,1.9137307955986,-1.38252999999999
2020-02-03,74.473289,75.638666,72.91945,73.421308,173788400,-0.00271355445133548,75.5339569,75.3103650785714,53.5089566806388,1.72995815866113,-2.429703
2020-02-04,76.931931,77.122543,75.672452,76.077799,136616400,0.032056960618247,75.7637749,75.4647999282313,60.7771345035388,1.58164941121798,0.550118000000012
2020-02-05,77.559258,78.357892,76.956059,78.0587,118826800,0.00801745279543464,76.0419701,75.6642721255426,62.3926543602296,1.35735025222104,0.904801000000006
2020-02-06,78.466446,78.468861,77.272118,77.829472,105425600,0.0114816506821693,76.30761835,75.9311458278719,64.6595575057113,1.27998619834637,1.44283300000001
2020-02-07,77.39991,78.21495,76.908951,77.965843,117684000,-0.0135120902770725,76.44224665,76.0710281299793,60.0748083104775,1.24390421363672,0.598267000000007
2020-02-10,77.767525,77.767525,75.905268,75.985076,109348800,0.00467801323348027,76.58681185,76.2325992604575,61.098689294065,1.22010785953021,3.22425100000001
2020-02-11,77.298332,78.33588,77.080667,78.263327,94323200,-0.00597449254214055,76.6279335,76.3340976166044,59.0183576713807,1.22999229887292,0.646270999999999
2020-02-12,79.13398,79.138814,77.748165,77.748165,113730400,0.023173683756049,76.812471,76.6007530816897,64.1598900488806,1.31670251904585,0.877433999999994
2020-02-13,78.57045,78.896951,78.202837,78.405992,94747600,-0.0070571910726942,76.9849972,76.7883432643859,61.6046651165418,1.3092963305624,0.427291999999994
2020-02-14,78.589821,78.838928,78.08193,78.539027,80113600,0.0002434150177546,77.11144335,76.9599125725396,61.6611879416907,1.33717314282325,3.91145299999999
2020-02-18,77.150795,77.332184,76.089061,76.27045,152531200,-0.0182459782285038,77.1238335,76.9780918513454,55.1643077695477,1.33628775924336,2.67750600000001
2020-02-19,78.268127,78.49789,77.392625,77.392625,93984000,0.0141958889029796,77.2181492,77.1009523416934,58.7946291707103,1.34767907121761,1.336196
2020-02-20,77.465195,78.517252,76.959725,78.028714,100566000,-0.0101809677913716,77.2586861,77.135642118675,55.3276995705595,1.34201256223405,-0.0940630000000056
2020-02-21,75.711769,77.50148,75.095049,77.058887,129554000,-0.022600012088132,77.1930939,77.0000351549917,48.5895097208804,1.38546216960258,-2.754677
2020-02-24,72.11544,73.566553,69.950869,71.892941,222195200,-0.0480155766212258,76.95878375,76.534835616421,38.2895122080061,1.79182226324006,-5.28447
2020-02-25,69.672729,73.167494,69.201122,72.785371,230673600,-0.0339797919025209,76.7152565,75.8813016529524,33.1494509081027,2.37384553077483,-8.094796
2020-02-26,70.777985,72.042873,69.290596,69.297852,198054800,0.0155180433789246,76.4215527,75.3952714955283,37.2538627886042,2.72019417095657,-6.520347
2020-02-27,66.151352,69.169667,66.015915,67.984594,320605600,-0.0666287566442643,75.816293,74.5148982102399,29.1780087529639,3.51966435409887,-12.982628
2020-02-28,66.112671,67.334028,62.003607,62.218859,426510000,-0.000576193088899224,75.21476865,73.714686094979,29.1211701627344,4.0838710638867,-12.457779
2020-03-02,72.267792,72.903864,67.167134,68.269979,341397200,0.0877482488951538,75.09423985,73.5768866573619,46.8602393133817,4.13577750819351,-6.322029
2020-03-03,69.972618,73.523003,69.121294,73.443196,319475600,-0.0318269719183295,74.8692063,73.2336229757084,42.5807558010932,4.29087823664203,-7.17817700000001
2020-03-04,73.218292,73.377915,70.894097,71.694627,219178400,0.0447165020198268,74.68352435,73.2321628827838,49.5915067000697,4.27724834012485,-5.049835
2020-03-05,70.843285,72.446757,70.478086,71.472094,187572800,-0.0325234931393927,74.3477257,73.0046507034711,45.2387687503899,4.3031481344392,-6.62191
2020-03-06,69.902496,70.335414,68.016053,68.202277,226176800,-0.0131815121313972,73.9195282,72.7092073983786,43.6060405529903,4.2978191634193,-5.809273
2020-03-09,64.373749,67.25662,63.607075,63.788464,286744800,-0.0811848509850792,73.26822015,71.9153542175806,35.4978440832215,4.70989183700318,-7.741691
2020-03-10,69.010078,69.276117,65.1477,67.026896,285290000,0.0685184166683008,72.8303478,71.6386612444777,44.7719039273143,4.6765480282362,-0.662651000000011
2020-03-11,66.613297,68.013622,65.749883,67.087332,255598800,-0.0348345382258293,72.29609605,71.160055125956,41.4537376308662,4.74902908048397,-4.164688
2020-03-12,60.034924,65.300043,59.979299,61.899604,418474000,-0.102358439955409,71.34114325,70.1005188282459,34.0046129217487,5.2004719070274,-6.11642800000001
2020-03-13,67.227592,67.699207,61.176455,64.064172,370732000,0.111402832877365,70.77400035,69.8269067493653,45.5299914387008,4.98460081007505,1.114921
2020-03-16,58.578976,62.659014,58.044481,58.516092,322423600,-0.135546297649222,69.7734581,68.7556752494258,37.1326967946061,5.32960218750272,-13.688816
2020-03-17,61.15469,62.303483,57.657509,59.86078,324056000,0.0423235175381258,68.97365285,68.0317718923376,40.6438001881005,5.36436990526904,-8.81792799999999
2020-03-18,59.657635,60.463002,57.347947,57.988857,300233600,-0.0243807640005356,68.04312825,67.2342350454483,39.2709748976423,5.28073082742672,-13.560657
2020-03-19,59.200539,61.149865,58.67572,59.831773,271857200,-0.00756420793646839,67.12989545,66.469121136358,38.8396047241406,5.14307098115005,-11.642746
2020-03-20,55.442158,60.905594,55.14226,59.78098,401693200,-0.0644649442152847,66.1164149,65.4189341709906,35.3967414175896,5.35568659804542,-14.460338
2020-03-23,54.264343,55.263193,51.420164,55.161616,336752800,-0.021088453030683,65.22386005,64.3565921547058,34.368565690094,5.77441919048029,-10.109406
