Date,Close,High,Low,Open,Volume
2020-04-03,58.385502,59.423045,57.795382,58.721676,129880000
2020-04-06,63.478897,63.633679,60.313055,60.680668,201820400
2020-04-07,62.743668,65.711197,62.639673,65.493524,202887200
2020-04-08,64.349564,64.663968,63.179001,63.544192,168895200
2020-04-09,64.813911,65.316968,64.018224,64.985632,161834800
2020-04-13,66.086060,66.194896,64.291514,64.891310,131022800
2020-04-14,69.423615,69.713840,67.246946,67.718561,194994800
2020-04-15,68.789963,69.249480,67.870928,68.299004,131154400
2020-04-16,69.336555,69.701754,68.286919,69.503434,157125200
2020-04-17,68.395752,69.399444,66.959150,68.852856,215250000
2020-04-20,66.976067,68.124863,66.956722,67.222760,130015200
2020-04-21,64.905807,67.053454,64.194762,66.818857,180991600
2020-04-22,66.775337,67.210668,65.832116,66.173121,116862400
2020-04-23,66.516556,68.141802,66.477859,66.719711,124814400
2020-04-24,68.436874,68.446551,66.993017,67.041391,126161200
2020-04-27,68.485229,68.816566,67.706466,68.153886,117087600
2020-04-28,67.375137,69.128565,67.283240,68.947176,112004800
2020-04-29,69.588074,70.057267,68.659363,68.862518,137280800
2020-04-30,71.056107,71.232661,69.738018,70.127396,183064000
2020-05-01,69.912170,72.313759,69.133407,69.230146,240616800
2020-05-04,70.901344,71.029526,69.247077,69.936357,133568000
2020-05-05,71.965477,72.797448,71.215734,71.360847,147751200
2020-05-06,72.707970,73.339200,72.282308,72.666852,142333600
2020-05-07,73.460144,73.805998,73.032069,73.334384,115215200
2020-05-08,75.208603,75.261955,73.792365,74.119750,133838400
2020-05-11,76.392044,76.886752,74.507762,74.716322,145946400
2020-05-12,75.519035,77.526991,75.397782,77.075925,162301200
2020-05-13,74.607185,76.619995,73.530455,75.698466,200622400
2020-05-14,75.065536,75.126163,73.123055,73.845728,158929200
2020-05-15,74.621735,74.667811,72.802934,72.836889,166348400
2020-05-18,76.379921,76.753383,75.254694,75.945839,135178400
2020-05-19,75.938568,77.243248,75.907041,76.396902,101729600
2020-05-20,77.415413,77.485735,76.758214,76.797016,111504800
2020-05-21,76.838249,77.817978,76.600590,77.277186,102688800
2020-05-22,77.332947,77.415398,76.474471,76.576320,81803200
2020-05-26,76.809151,78.630371,76.753371,78.450918,125522000
2020-05-27,77.143806,77.289312,75.926425,76.666075,112945200
2020-05-28,77.177765,78.436375,76.542398,76.818852,133560800
2020-05-29,77.102570,77.881014,76.746084,77.420253,153532400
2020-06-01,78.050766,78.172019,76.925532,77.056487,80791200
2020-06-02,78.412109,78.436362,77.342654,77.784018,87642800
2020-06-03,78.843773,79.105684,78.159902,78.732222,104491200
2020-06-04,78.164772,78.965041,77.791310,78.666763,87560400
2020-06-05,80.390976,80.451603,78.385448,78.414548,137250400
2020-06-08,80.866272,80.900226,79.377285,80.087828,95654400
2020-06-09,83.419891,83.812751,80.514665,80.546192,147712400
2020-06-10,85.566055,86.034091,83.929135,84.368072,166651600
2020-06-11,81.458000,85.134403,81.356152,84.710016,201662400
2020-06-12,82.161278,84.343838,81.050600,83.596921,200146000
2020-06-15,83.177376,83.829719,80.652880,80.815363,138808800
2020-06-16,85.381737,85.653350,83.596891,85.231384,165428800
2020-06-17,85.262917,86.186866,85.141663,86.126240,114406400
2020-06-18,85.296890,85.714002,84.688196,85.219286,96820400
2020-06-19,84.809433,86.468178,83.701176,86.002569,264476000
2020-06-22,87.028389,87.171467,85.156237,85.202314,135445200
2020-06-23,88.885979,90.304644,87.852898,88.272437,212155600
2020-06-24,87.316956,89.434042,86.943493,88.514939,192623200
2020-06-25,88.476128,88.514930,86.713107,87.472154,137522400
2020-06-26,85.757660,88.592564,85.609727,88.371882,205256800
2020-06-29,87.734062,87.828643,85.187742,85.665481,130646000
2020-06-30,88.466438,88.752602,87.302409,87.321806,140223200
2020-07-01,88.299110,89.087257,88.250614,88.544045,110737200
2020-07-02,88.299110,89.841457,88.185139,89.206090,114041600
2020-07-06,90.661125,91.129161,89.695946,89.727473,118655600
2020-07-07,90.379829,91.817892,90.268278,91.039448,112424400
2020-07-08,92.484779,92.516306,91.269818,91.357125,117092000
2020-07-09,92.882484,93.430544,91.834854,93.377193,125642800
2020-07-10,93.044960,93.103167,91.866381,92.477495,90257200
2020-07-13,92.615715,96.959010,92.402308,94.349636,191649200
2020-07-14,94.148376,94.339951,91.063691,91.997336,170989200
2020-07-15,94.795853,96.272717,93.597869,96.022936,153198000
2020-07-16,93.629395,94.485443,93.030403,93.668196,110577600
2020-07-17,93.440239,94.235660,92.967348,94.080460,92186800
2020-07-20,95.409409,95.547639,93.183199,93.527562,90318000
2020-07-21,94.092590,96.275150,93.842809,96.199974,103433200
2020-07-22,94.356934,95.038377,93.707017,93.794316,89001600
2020-07-23,90.062134,94.167770,89.252162,94.090166,197004400
2020-07-24,89.839035,90.183398,86.473041,88.260321,185438800
2020-07-27,91.968216,92.060370,90.678086,90.901188,121214000
2020-07-28,90.457420,91.716031,90.452565,91.538998,103625600
2020-07-29,92.191353,92.375660,90.903643,90.940017,90329200
2020-07-30,93.306870,93.411146,90.956979,91.364389,158130000
2020-07-31,103.075043,103.225396,97.802942,99.801203,374336800
2020-08-03,105.672287,108.291356,104.658611,104.956889,308151200
2020-08-04,106.377983,107.469263,105.138770,105.861443,173071600
2020-08-05,106.763580,107.083691,105.633498,106.099114,121776800
2020-08-06,110.488472,110.983188,106.506516,107.095806,202428800
2020-08-07,107.976440,110.466616,107.179585,110.009880,198045600
2020-08-10,109.545853,110.563788,106.895333,109.421949,212403600
2020-08-11,106.287971,109.307763,106.028020,108.809731,187902400
2020-08-12,109.820389,110.077909,107.184445,107.378798,165598000
2020-08-13,111.763947,112.767306,110.711995,111.200315,210082000
2020-08-14,111.664330,111.754218,109.854394,111.589017,165565200
2020-08-17,111.372772,112.811003,110.745980,112.786708,119561600
2020-08-18,112.300819,112.725971,110.789708,111.124972,105633600
2020-08-19,112.441727,113.855662,112.346982,112.708966,145538000
2020-08-20,114.936760,115.050944,112.466017,112.483025,126907200
2020-08-21,120.859764,121.343220,115.884269,115.896413,338054800
2020-08-24,122.305275,125.150154,120.439467,125.065115,345937600
2020-08-25,121.301903,121.646886,119.579431,121.178006,211495600
2020-08-26,122.951508,123.408243,121.552148,122.618676,163022400
2020-08-27,121.481697,123.886841,120.337426,123.554009,155552400
2020-08-28,121.284897,122.873745,121.061385,122.455881,187630000
2020-08-31,125.397926,127.302613,122.443735,123.979142,225702700
2020-09-01,130.392914,130.995425,126.845937,129.012993,151948100
2020-09-02,127.691338,134.085624,123.415530,133.706632,200119000
2020-09-03,117.468269,125.203605,117.098997,123.328084,257599600
2020-09-04,117.545998,120.208661,107.760216,116.681118,332607200
2020-09-08,109.635742,115.631597,109.499694,110.733846,231366600
2020-09-09,114.008736,115.777367,112.006880,113.950431,176940500
2020-09-10,110.286819,117.098969,109.324764,116.962921,182274400
2020-09-11,108.838882,111.977721,106.895331,111.336346,180860300
2020-09-14,112.104050,112.657962,109.616306,111.482114,140150100
2020-09-15,112.278976,115.476120,110.403449,114.990232,184642000
2020-09-16,108.965210,112.725985,108.877754,111.977721,154679000
2020-09-17,107.225731,109.033234,105.641739,106.623235,178011000
2020-09-18,103.824501,107.750475,103.095669,107.284027,287104900
2020-09-21,106.973076,107.079972,100.190078,101.589437,195713800
2020-09-22,108.654259,109.674626,106.079059,109.499706,183055400
2020-09-23,104.096626,108.945785,103.756499,108.469617,150718700
2020-09-24,105.165558,107.138261,102.036439,102.201639,167743300
2020-09-25,109.110977,109.266465,104.631090,105.369642,149981400
2020-09-28,111.715363,112.065202,109.596891,111.763954,137672400
2020-09-29,110.869896,112.055464,110.364576,111.316919,99382200
2020-09-30,112.541344,113.950423,110.413160,110.578360,142675200
2020-10-01,113.493706,114.397458,112.560802,114.319714,116120400
2020-10-02,109.830078,112.113757,109.052662,109.703750,144712000
2020-10-05,113.211868,113.357636,110.345133,110.694973,106243800
2020-10-06,109.966148,112.842604,109.081829,112.434452,161498200
2020-10-07,111.831963,112.288698,110.908771,111.384947,96849000
2020-10-08,111.725060,113.114699,111.355780,112.968931,83477200
2020-10-09,113.668602,113.697754,111.676459,112.026299,100506900
2020-10-12,120.888916,121.646900,115.913421,116.671405,240226800
2020-10-13,117.682045,121.850964,116.272973,121.734348,262330500
2020-10-14,117.769493,119.557557,116.243806,117.584853,150712000
2020-10-15,117.303055,117.779223,114.815311,115.369223,112559200
2020-10-16,115.660744,118.119343,115.456672,117.856959,115393800
2020-10-19,112.706543,117.021222,112.395575,116.574206,120639300
2020-10-20,114.193367,115.621878,112.366424,112.920336,124423700
2020-10-21,113.571457,115.359521,113.163305,113.377097,89946000
2020-10-22,112.483047,114.708415,111.355784,114.135063,101988000
2020-10-23,111.793076,113.260459,111.054524,113.104971,82572600
2020-10-26,111.802795,113.260459,109.694037,110.792148,111850700
2020-10-27,113.309052,113.969859,111.307196,112.230380,92276800
2020-10-28,108.061462,112.172077,107.964286,111.802805,143937800
2020-10-29,112.065193,113.629753,109.033250,109.198457,146129200
2020-10-30,105.787537,108.829193,104.679713,107.925441,190272600
2020-11-02,105.700050,107.556146,104.290978,106.030458,122866900
2020-11-03,107.322929,108.343290,105.661194,106.564945,107624400
2020-11-04,111.705612,112.327548,109.178997,110.918476,138235500
2020-11-05,115.670479,116.243830,113.571447,114.620959,126387100
2020-11-06,115.539070,116.035526,113.047027,115.178890,114457900
2020-11-09,113.231964,118.751437,112.969135,117.300995,154515300
2020-11-10,112.891258,114.468246,111.100102,112.482410,138023400
2020-11-11,116.317802,116.454085,113.348778,114.078867,112295000
2020-11-12,116.045258,117.330214,115.422249,116.444377,103162300
2020-11-13,116.093918,116.493029,114.740820,116.269140,81581900
2020-11-16,117.106323,117.778000,115.013399,115.762954,91183000
2020-11-17,116.220459,117.466477,115.801874,116.376215,74271000
2020-11-18,114.896584,116.639064,114.867381,115.461188,76322100
2020-11-19,115.490387,115.899235,113.708967,114.468259,74113000
2020-11-20,114.224876,115.616913,114.176208,115.490367,73604300
2020-11-23,110.827538,114.497457,110.730194,114.069135,127959300
2020-11-24,112.112503,112.774451,109.600994,110.885958,113874200
2020-11-25,112.949661,113.650548,112.112492,112.482408,76499200
2020-11-27,113.494774,114.370882,113.134601,113.475308,46691300
2020-11-30,115.889503,117.758530,113.708965,113.864721,169410200
2020-12-01,119.462067,120.192156,116.824012,117.797464,127728200
2020-12-02,119.812523,120.094825,117.680660,118.780658,89004200
2020-12-03,119.676216,120.493912,118.965593,120.240813,78967600
2020-12-04,119.004539,119.598346,118.293916,119.345246,78260400
2020-12-07,120.464722,121.262952,119.004543,119.062948,86712000
2020-12-08,121.077995,121.662073,119.822241,121.068266,82225500
2020-12-09,118.547028,122.606322,117.787736,121.224022,115089200
2020-12-10,119.968262,120.581541,116.960298,117.301004,81312200
2020-12-11,119.160301,119.501008,117.349679,119.179767,86939800
2020-12-14,118.547028,120.075348,118.313401,119.345258,79184500
2020-12-15,124.485092,124.504565,120.834646,121.039070,157243700
2020-12-16,124.416931,124.962062,123.200116,124.027556,98208600
2020-12-17,125.283333,126.139976,124.640851,125.478020,94359800
2020-12-18,123.297478,125.672704,122.771813,125.536421,192541500
2020-12-21,124.825775,124.903653,120.172675,121.700994,121251600
2020-12-22,128.378906,130.841740,126.208097,128.116070,168904800
2020-12-23,127.483307,128.914268,127.308078,128.651447,88223700
2020-12-24,128.466492,129.916941,127.619593,127.833754,54930100
2020-12-28,133.061188,133.693926,129.965602,130.432870,124486200
2020-12-29,131.289551,135.105483,130.773622,134.385138,121047300
2020-12-30,130.170044,132.379785,129.858532,131.980666,96452100
2020-12-31,129.167374,131.162954,128.223124,130.520472,99116600
2021-01-04,125.974495,130.062993,123.394844,129.975385,143301900
2021-01-05,127.531998,128.242629,125.020489,125.468283,97664900
2021-01-06,123.239052,127.570919,123.024891,124.329321,155088000
2021-01-07,127.444374,128.135532,124.465612,124.952339,109578200
2021-01-08,128.544357,129.108961,126.772667,128.914259,105158200
2021-01-11,125.555878,126.714288,125.088625,125.760309,100384500
2021-01-12,125.380661,126.247033,123.492161,125.088622,91951100
2021-01-13,127.415207,127.960338,125.078927,125.341748,88636800
2021-01-14,125.487740,127.522251,125.341713,127.327564,90221800
2021-01-15,123.764740,126.762975,123.628457,125.361201,111598500
2021-01-19,124.436401,125.293044,123.570029,124.387726,90757300
2021-01-20,128.524902,128.972697,125.137293,125.244373,104319500
2021-01-21,133.236420,135.962089,130.043497,130.247929,120150900
2021-01-22,135.377960,136.137251,131.435477,132.662021,114459400
2021-01-25,139.125824,141.238214,132.915193,139.271851,157611700
2021-01-26,139.359436,140.469171,137.616948,139.787757,98390600
2021-01-27,138.288620,140.469158,136.682430,139.622245,140843800
2021-01-28,133.450577,138.220502,133.070931,135.816074,142621100
2021-01-29,128.456802,133.109904,126.753260,132.224059,177523800
2021-02-01,130.578888,131.785974,127.454100,130.199242,106239800
2021-02-02,131.406326,132.691276,131.036410,132.126671,83305400
2021-02-03,130.384186,132.165605,130.062945,132.155861,89880900
2021-02-04,133.742599,133.752329,131.016930,132.681540,84183100
2021-02-05,133.328232,133.971674,132.450822,133.903438,75693800
2021-02-08,133.474518,133.523266,131.534448,132.616595,71297200
2021-02-09,132.597076,134.420162,132.441103,133.191770,76774200
2021-02-10,131.992645,133.552502,131.027482,133.055290,73046600
2021-02-11,131.739166,132.967544,130.413292,132.489834,64280000
2021-02-12,131.973175,132.129164,130.335338,130.978780,60145100
2021-02-16,129.847839,132.597069,129.457868,132.090128,80576300
2021-02-17,127.556808,128.902185,126.221191,127.956524,97918500
2021-02-18,126.455185,126.737901,124.212896,125.957973,96856700
2021-02-19,126.611137,127.430070,125.567995,126.971863,87668800
2021-02-22,122.838272,126.464927,122.448308,124.797830,103916400
2021-02-23,122.701782,123.530452,115.419227,120.654479,158273000
2021-02-24,122.204575,122.409304,119.162870,121.804867,111039900
2021-02-25,117.953987,123.286729,117.515282,121.551396,148199500
2021-02-26,118.217224,121.717137,118.158725,119.513845,164560400
2021-03-01,124.583359,124.719845,119.708824,120.644734,116307900
2021-03-02,121.980370,125.490033,121.873129,125.187815,102260900
2021-03-03,118.997162,122.555574,118.782681,121.678156,112966300
2021-03-04,117.115570,120.498498,115.643466,118.694922,178155000
2021-03-05,118.373199,118.880155,114.619809,117.944245,153766600
2021-03-08,113.440186,117.963754,113.293948,117.895510,154376600
2021-03-09,118.051476,118.997136,115.809194,116.043170,129525800
2021-03-10,116.969330,119.104371,116.452623,118.636420,111943300
2021-03-11,118.899651,120.118284,118.217219,119.465098,103026500
2021-03-12,117.993011,118.129498,116.169940,117.378823,88105100
2021-03-15,120.878723,120.888474,117.398305,118.363469,92403800
2021-03-16,122.419060,124.027658,121.590390,122.545795,115227900
2021-03-17,121.629395,122.701791,119.270114,120.937211,111932600
2021-03-18,117.505547,120.089052,117.300817,119.796577,121229700
2021-03-19,116.979103,118.382972,116.676884,116.891365,185549500
2021-03-22,120.293770,120.761728,117.242314,117.310557,111912300
2021-03-23,119.465111,121.122450,119.075146,120.235288,95467100
2021-03-24,117.076576,119.816070,117.057081,119.738076,88530500
2021-03-25,117.564034,118.607191,116.013935,116.540386,98844700
2021-03-26,118.168480,118.431709,115.935942,117.330059,94071200
2021-03-29,118.343956,119.504098,117.700521,118.597434,80819200
2021-03-30,116.891342,117.378796,115.877438,117.096072,85671900
2021-03-31,119.084885,120.420502,118.109978,118.597431,118323800
2021-04-01,119.913567,121.063957,119.416362,120.557009,75089100
2021-04-05,122.740784,122.994262,119.981795,120.761724,88651200
2021-04-06,123.042999,123.939912,122.497054,123.325723,80171300
2021-04-07,124.690598,124.710092,121.999852,122.672540,83466700
2021-04-08,127.088837,127.118083,125.295012,125.714215,88844600
2021-04-09,129.662643,129.701633,126.221223,126.542944,106686700
2021-04-12,127.946777,129.516378,127.352084,129.194657,91420000
2021-04-13,131.056732,131.280971,128.619465,129.116677,91266500
2021-04-14,128.716980,131.612455,128.356269,131.553963,87222800
2021-04-15,131.124969,131.612423,130.286549,130.462040,89347100
2021-04-16,130.793518,131.290715,129.935595,130.930004,84922400
2021-04-19,131.456436,132.070632,129.994076,130.159808,94264200
2021-04-20,129.769852,132.129124,128.502470,131.631927,94812300
2021-04-21,130.150085,130.393812,128.005293,129.038692,68847100
2021-04-22,128.629242,130.783778,128.112542,129.701631,84566500
2021-04-23,130.949493,131.729407,128.843691,128.843691,78657500
2021-04-26,131.339478,131.670942,130.208582,131.446718,66905100
2021-04-27,131.017761,132.012171,130.744788,131.622199,66015800
2021-04-28,130.228104,131.631972,129.740650,130.939782,107760100
2021-04-29,130.130615,133.630544,129.126462,133.045593,151101000
2021-04-30,128.161255,130.208550,127.781042,128.473217,109839500
2021-05-03,129.214172,130.705794,128.521997,128.726719,75135100
2021-05-04,124.641853,128.190522,123.520709,127.898046,137564700
2021-05-05,124.885590,127.176612,124.758847,125.957978,84000900
2021-05-06,126.484444,126.494187,123.939928,124.680860,78128300
2021-05-07,127.158249,128.183628,126.445347,127.783248,78973300
2021-05-10,123.876991,126.503940,123.837928,126.376997,88071200
2021-05-11,122.959038,123.310594,119.892623,120.605518,126142800
2021-05-12,119.892624,121.718799,119.384814,120.507863,112172300
2021-05-13,122.041069,123.193414,121.347710,121.660210,105861300
2021-05-14,124.462952,124.892642,122.900452,123.291079,81918000
2021-05-17,123.310593,123.955128,122.236375,123.847705,74244600
2021-05-18,121.923889,124.013733,121.855530,123.593811,63342900
2021-05-19,121.767632,121.992237,119.980520,120.273491,92612000
2021-05-20,124.326225,124.726620,122.168022,122.294980,76857100
2021-05-21,122.490288,125.000054,122.275443,124.824273,79295400
2021-05-24,124.121147,124.941464,122.988338,123.056697,63092900
2021-05-25,123.925835,125.312560,123.359426,124.824271,72009500
2021-05-26,123.876991,124.404336,123.457069,123.984414,56575900
2021-05-27,122.343796,124.648485,122.148486,123.476612,94625600
2021-05-28,121.689499,122.851611,121.630908,122.626998,71311100
2021-06-01,121.367233,122.412155,121.035205,122.148487,67637100
2021-06-02,122.128967,122.304749,121.142644,121.367249,59278900
2021-06-03,120.644577,121.923872,120.244183,121.757858,76229200
2021-06-04,122.939491,123.203167,120.947302,121.162147,75169300
2021-06-07,122.949265,123.359419,121.904343,123.212933,71057600
2021-06-08,123.769585,125.449282,123.252007,123.632866,74403800
2021-06-09,124.150436,124.755908,123.554732,124.228563,56877900
2021-06-10,123.154358,125.185611,122.988344,124.043026,71186400
2021-06-11,124.365295,124.453190,123.144592,123.564514,53522400
2021-06-14,127.421936,127.480527,124.091860,124.824282,96906500
2021-06-15,126.601601,127.539107,126.357460,126.894572,62746300
2021-06-16,127.099632,127.822294,125.449254,127.314477,91815000
2021-06-17,128.701218,129.443415,126.611374,126.757867,96721700
2021-06-18,127.402420,128.427799,127.187575,127.646561,108953300
2021-06-21,129.199295,129.306718,126.181719,127.246169,79663300
2021-06-22,130.839905,130.937567,128.535216,129.033272,74783600
2021-06-23,130.566437,131.171916,130.107451,130.634803,60214200
2021-06-24,130.283295,131.484463,129.814534,131.298914,68711000
2021-06-25,129.990280,130.751998,129.697308,130.332083,70783700
2021-06-28,131.621155,132.080141,130.224677,130.283268,62111300
2021-06-29,133.134811,133.291065,131.201221,131.640671,64556100
2021-06-30,133.750031,134.189481,132.685566,132.978538,63261400
2021-07-01,134.052811,134.111402,132.578191,133.398515,52485800
2021-07-02,136.679749,136.718804,134.521538,134.668016,78852600
2021-07-06,138.691498,139.795004,136.787203,136.787203,108181800
2021-07-07,141.181717,141.494209,139.316478,140.175843,104911600
2021-07-08,139.882904,140.683678,137.373130,138.261806,105575500
2021-07-09,141.709045,142.236383,139.306694,139.404356,99890800
2021-07-12,141.113358,142.890709,140.625076,142.783287,76299700
2021-07-13,142.226608,144.003960,140.263722,140.654342,100827100
2021-07-14,145.654358,146.064527,144.218809,144.628979,127050800
2021-07-15,145.000092,146.484472,143.642669,145.742289,106820300
2021-07-16,142.959045,146.250058,142.461004,144.980538,93251400
2021-07-19,139.111404,140.693447,138.349686,140.380939,121434600
2021-07-20,142.724640,143.652386,139.609417,140.097699,96350000
2021-07-21,141.992264,142.705166,141.240321,142.119222,74993500
2021-07-22,143.359451,144.726634,142.392649,142.519607,77338200
2021-07-23,145.078201,145.234455,143.476639,144.091878,71447400
2021-07-26,145.498138,146.318448,144.238364,144.795012,72434100
2021-07-27,143.330139,145.712955,142.138731,145.625053,104818600
2021-07-28,141.582092,143.525458,139.199276,141.416078,118931200
2021-07-29,142.226608,143.115284,141.191454,141.298877,56699500
2021-07-30,142.441498,142.900484,140.732512,140.996189,70440600
2021-08-02,142.109421,143.505898,141.845745,142.929730,62880000
2021-08-03,143.906342,144.570397,141.777426,142.392666,64786600
2021-08-04,143.505936,144.326245,142.851640,143.818443,56368300
2021-08-05,143.613342,144.375060,142.744202,143.535215,46397700
2021-08-06,142.928726,143.877413,142.429938,143.134118,54126800
2021-08-09,142.879822,143.476418,142.322355,142.987405,48908700
2021-08-10,142.400620,144.464255,142.107209,143.222158,69023100
2021-08-11,142.654877,143.495980,142.332126,142.840704,48493500
2021-08-12,145.618301,145.774789,142.635319,142.977634,72282600
2021-08-13,145.823715,146.156241,145.011952,145.696567,59375000
2021-08-16,147.799316,147.867785,143.251500,145.276007,103296000
2021-08-17,146.889771,148.347020,145.813936,146.928885,92229700
2021-08-18,143.143921,147.408116,142.938529,146.508334,86326000
2021-08-19,143.476395,144.747831,141.324741,141.843093,86960300
2021-08-20,144.933655,145.236840,143.554635,144.200135,60549600
2021-08-23,146.420288,146.889736,144.640273,145.051043,60131800
2021-08-24,146.332291,147.545049,145.872617,146.166028,48606400
2021-08-25,145.099930,147.016867,144.552238,146.518064,58991300
2021-08-26,144.297943,145.843226,144.268604,145.090157,48597200
2021-08-27,145.334656,145.481354,143.603546,144.239257,55802400
2021-08-30,149.755386,150.117266,145.344493,145.725923,90956700
2021-08-31,148.493698,149.442385,147.965556,149.305462,86453100
2021-09-01,149.158737,151.574463,148.992475,149.471713,80313700
2021-09-02,150.273682,151.320177,149.051149,150.488849,71115500
2021-09-03,150.909424,151.232174,149.726006,150.381281,57808700
2021-09-07,153.246887,153.804354,150.997425,151.564681,82278300
2021-09-08,151.701614,153.589197,150.596440,153.530518,74420200
2021-09-09,150.684464,152.679630,150.567090,152.073259,57305700
2021-09-10,145.696548,152.063493,145.432477,151.594045,140893200
2021-09-13,146.263809,148.092713,145.481385,147.320079,102404300
2021-09-14,144.865189,147.750377,143.681786,147.046197,109296300
2021-09-15,145.755188,146.156182,143.153636,145.295515,83281300
2021-09-16,145.520493,145.696545,143.984999,145.178192,68034100
2021-09-17,142.850479,145.549841,142.557068,145.549841,129868800
2021-09-20,139.799057,141.657301,138.165755,140.640160,123478900
2021-09-21,140.278290,141.422594,139.642579,140.767303,75834000
2021-09-22,142.645081,143.212322,140.542316,141.275835,76404300
2021-09-23,143.603561,143.848068,142.439708,143.427509,64838200
2021-09-24,143.691605,144.229522,142.361488,142.459297,53477900
2021-09-27,142.175659,142.752706,140.659731,142.273468,74150700
2021-09-28,138.791672,141.569262,138.576505,140.102223,108972300
2021-09-29,139.691467,141.275865,138.909043,139.339377,74602000
2021-09-30,138.390656,141.207375,138.175489,140.503195,89056700
2021-10-01,139.515381,139.779452,136.053176,138.781861,94639600
2021-10-04,136.082550,139.085097,135.231672,138.644974,98322000
2021-10-05,138.009262,139.114436,136.297716,136.424865,80861100
2021-10-06,138.879669,139.026367,135.329431,136.405265,83221100
2021-10-07,140.141357,141.050929,139.583890,139.916416,61732700
2021-10-08,139.759903,141.011775,139.427378,140.865077,58773200
2021-10-11,139.671921,141.627973,138.693895,139.143793,64452200
2021-10-12,138.400436,140.102207,137.940763,140.082642,73035900
2021-10-13,137.813675,138.292898,136.141244,138.136425,78762700
